Statistical profiling result from isolate-0x110008000-3626-v8.log, (3450 ticks, 12 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *pp$1.parseTopLevel /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:666:30
      1    0.0%    0.0%  LazyCompile: *pp$1.parseStatement /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn/dist/acorn.js:675:33
      1    0.0%    0.0%  LazyCompile: *peek /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-parser/index.js:80:17
      1    0.0%    0.0%  LazyCompile: *normalizeString path.js:52:25
      1    0.0%    0.0%  LazyCompile: *nextTick internal/process/task_queues.js:101:18
      1    0.0%    0.0%  LazyCompile: *mixinBlock /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:705:23
      1    0.0%    0.0%  LazyCompile: *mixin /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:876:18
      1    0.0%    0.0%  LazyCompile: *interpolation /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:347:26
      1    0.0%    0.0%  LazyCompile: *ignore /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:163:16
      1    0.0%    0.0%  LazyCompile: *id /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:419:15
      1    0.0%    0.0%  LazyCompile: *finishToken /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/babylon/lib/index.js:888:57
      1    0.0%    0.0%  LazyCompile: *finishNodeAt /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2527:22
      1    0.0%    0.0%  LazyCompile: *filter /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:387:19
      1    0.0%    0.0%  LazyCompile: *endInterpolation /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:455:30
      1    0.0%    0.0%  LazyCompile: *doctype /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:407:20
      1    0.0%    0.0%  LazyCompile: *dirname path.js:1127:10
      1    0.0%    0.0%  LazyCompile: *consume /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:172:20
      1    0.0%    0.0%  LazyCompile: *compileAttrs /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-attrs/index.js:22:22
      1    0.0%    0.0%  LazyCompile: *call /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-lexer/index.js:828:17
      1    0.0%    0.0%  LazyCompile: *base.Program.base.BlockStatement /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:169:47
      1    0.0%    0.0%  LazyCompile: *base.Pattern /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:253:25
      1    0.0%    0.0%  LazyCompile: *base.NewExpression.base.CallExpression /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn/dist/walk.js:308:55
      1    0.0%    0.0%  LazyCompile: *base.ExpressionStatement.base.ParenthesizedExpression /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:176:12
      1    0.0%    0.0%  LazyCompile: *base.BinaryExpression.base.LogicalExpression /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn/dist/walk.js:295:61
      1    0.0%    0.0%  LazyCompile: *base.BinaryExpression.base.LogicalExpression /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:295:59
      1    0.0%    0.0%  LazyCompile: *addAttribute /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-attrs/index.js:46:24
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-strip-comments/index.js:28:32
      1    0.0%    0.0%  LazyCompile: *<anonymous> /Users/nickfarni/Documents/GitHub/NodeDebuggingAndPerformance/node_modules/pug-load/index.js:13:29

 [C++]:
   ticks  total  nonlib   name
   1859   53.9%   56.2%  T __ZN2v88internal8Compiler30GetSharedFunctionInfoForScriptEPNS0_7IsolateENS0_6HandleINS0_6StringEEERKNS1_13ScriptDetailsENS_19ScriptOriginOptionsEPNS_9ExtensionEPNS0_10ScriptDataENS_14ScriptCompiler14CompileOptionsENSF_13NoCacheReasonENS0_11NativesFlagE
    476   13.8%   14.4%  t __ZN4node2fsL4ReadERKN2v820FunctionCallbackInfoINS1_5ValueEEE
    120    3.5%    3.6%  T _host_get_clock_service
     98    2.8%    3.0%  t __ZN4node2fsL22InternalModuleReadJSONERKN2v820FunctionCallbackInfoINS1_5ValueEEE
     83    2.4%    2.5%  T __ZN4node10contextify17ContextifyContext15CompileFunctionERKN2v820FunctionCallbackInfoINS2_5ValueEEE
     41    1.2%    1.2%  T __ZN4node13native_module15NativeModuleEnv15CompileFunctionERKN2v820FunctionCallbackInfoINS2_5ValueEEE
     38    1.1%    1.1%  t __ZN4node2fsL18InternalModuleStatERKN2v820FunctionCallbackInfoINS1_5ValueEEE
     38    1.1%    1.1%  T _mach_port_get_attributes
     29    0.8%    0.9%  t __ZN4node2fsL4OpenERKN2v820FunctionCallbackInfoINS1_5ValueEEE
     25    0.7%    0.8%  T _mach_make_memory_entry_64
     25    0.7%    0.8%  T _getentropy
     16    0.5%    0.5%  T __ZN4node7TCPWrap7ConnectERKN2v820FunctionCallbackInfoINS1_5ValueEEE
     15    0.4%    0.5%  t __ZN2v88internal12StringHasher20HashSequentialStringIhEEjPKT_iy
     11    0.3%    0.3%  t __ZN2v88internal12_GLOBAL__N_116Fast_ArrayConcatEPNS0_7IsolateEPNS0_16BuiltinArgumentsE
     11    0.3%    0.3%  T _host_request_notification
      7    0.2%    0.2%  T __ZN4node10StreamBase8JSMethodIXadL_ZNS0_6WritevERKN2v820FunctionCallbackInfoINS2_5ValueEEEEEEEvS7_
      6    0.2%    0.2%  t __ZN4node6Buffer12_GLOBAL__N_111StringSliceILNS_8encodingE1EEEvRKN2v820FunctionCallbackInfoINS4_5ValueEEE
      6    0.2%    0.2%  T ___sysctl
      5    0.1%    0.2%  t __ZN4node2fsL5LStatERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      5    0.1%    0.2%  t __ZN2v88internalL24Builtin_Impl_ArrayConcatENS0_16BuiltinArgumentsEPNS0_7IsolateE
      5    0.1%    0.2%  t __ZN2v88internal6String7FlattenEPNS0_7IsolateENS0_6HandleIS1_EENS0_14AllocationTypeE
      5    0.1%    0.2%  T __ZN4node2fs5CloseERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      4    0.1%    0.1%  t __ZN4node12_GLOBAL__N_16Parser7ExecuteERKN2v820FunctionCallbackInfoINS2_5ValueEEE
      4    0.1%    0.1%  t __ZN2v88internal12StringHasher20HashSequentialStringItEEjPKT_iy
      4    0.1%    0.1%  T _task_policy_set
      3    0.1%    0.1%  t __ZNSt3__124__put_character_sequenceIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_PKS4_m
      3    0.1%    0.1%  t __ZN4node12_GLOBAL__N_16Parser10InitializeERKN2v820FunctionCallbackInfoINS2_5ValueEEE
      3    0.1%    0.1%  t __ZN2v88internal25FunctionCallbackArguments4CallENS0_15CallHandlerInfoE
      3    0.1%    0.1%  t __ZN2v88internal11StringShape33DispatchToSpecificTypeWithoutCastIZNS1_22DispatchToSpecificTypeIZNS0_6String3GetEiE19StringGetDispatchertJRiEEET0_S4_DpOT1_E17CastingDispatchertJRS4_S6_EEES7_SA_
      3    0.1%    0.1%  T __ZN4node7binding18GetInternalBindingERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      3    0.1%    0.1%  T __ZN4node7TTYWrap3NewERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      3    0.1%    0.1%  T __ZN4node6crypto11RandomBytesERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      3    0.1%    0.1%  T __ZN2v88internal20Builtin_ArrayUnshiftEiPmPNS0_7IsolateE
      2    0.1%    0.1%  t __ZNSt3__16__treeIjNS_4lessIjEEN2v88internal13ZoneAllocatorIjEEE7destroyEPNS_11__tree_nodeIjPvEE
      2    0.1%    0.1%  t __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_
      2    0.1%    0.1%  t __ZN4nodeL9EnvGetterEN2v85LocalINS0_4NameEEERKNS0_20PropertyCallbackInfoINS0_5ValueEEE
      2    0.1%    0.1%  t __ZN4node6Buffer12_GLOBAL__N_111StringWriteILNS_8encodingE1EEEvRKN2v820FunctionCallbackInfoINS4_5ValueEEE
      2    0.1%    0.1%  t __ZN4node2fsL5FStatERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      2    0.1%    0.1%  t __ZN4node2fsL4StatERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      2    0.1%    0.1%  t __ZN2v88internal19SequentialStringKeyIhE7IsMatchENS0_6StringE
      2    0.1%    0.1%  T _vm_copy
